Theta,RadiationIntensity
0,0
0.0175019089336479,0.000949987551355317
0.0350038178672957,0.00188702509290687
0.0525057268009436,0.00279801071593132
0.0700076357345915,0.00366954278485884
0.0875095446682394,0.00448778033233543
0.105011453601887,0.0052383159873201
0.122513362535535,0.00590606597336973
0.140015271469183,0.00647518199827551
0.157517180402831,0.0069289901806289
0.175019089336479,0.00724996250265427
0.192520998270127,0.00741972661593836
0.210022907203774,0.00741912012679879
0.227524816137422,0.00722829571528386
0.24502672507107,0.00682688355564616
0.262528634004718,0.00619421746146475
0.280030542938366,0.00530963092630968
0.297532451872014,0.00415282871875806
0.315034360805662,0.00270433886471968
0.33253626973931,0.000946048656441376
0.350038178672957,0.00113817328549915
0.367540087606605,0.00356176895010697
0.385041996540253,0.00633469951036139
0.402543905473901,0.00946257628490756
0.420045814407549,0.0129457234923197
0.437547723341197,0.0167781863863699
0.455049632274845,0.0209467030352217
0.472551541208493,0.0254296631051918
0.49005345014214,0.0301960824274815
0.507555359075788,0.0352046277218904
0.525057268009436,0.0404027314410022
0.542559176943084,0.0457258420545517
0.560061085876732,0.0510968599468045
0.57756299481038,0.0564258131401442
0.595064903744028,0.0616098299416971
0.612566812677676,0.0665334669672301
0.630068721611323,0.0710694504447118
0.647570630544971,0.0750798858580002
0.665072539478619,0.0784179854995076
0.682574448412267,0.0809303550433555
0.700076357345915,0.0824598685799527
0.717578266279563,0.0828491465169152
0.735080175213211,0.0819446323204393
0.752582084146858,0.0796012423659074
0.770083993080506,0.0756875384808951
0.787585902014154,0.0700913455860945
0.805087810947802,0.0627257078657465
0.82258971988145,0.0535350470373858
0.840091628815098,0.0425013566564988
0.857593537748746,0.0296502382898154
0.875095446682394,0.0150565602839132
0.892597355616041,0.00115050068196698
0.910099264549689,0.018783289412465
0.927601173483337,0.0375926340787319
0.945103082416985,0.057266198111077
0.962604991350633,0.0774284667011459
0.980106900284281,0.0976425875806077
0.997608809217929,0.117414248622705
1.01511071815158,0.13619772539163
1.03261262708522,0.15340417049512
1.05011453601887,0.168412144553668
1.06761644495252,0.180580307516653
1.08511835388617,0.189262101318373
1.10262026281982,0.193822163482293
1.12012217175346,0.193654119800994
1.13762408068711,0.188199316623445
1.15512598962076,0.176965973827471
1.17262789855441,0.159548172590145
1.19012980748806,0.135644041814106
1.2076317164217,0.105072477389486
1.22513362535535,0.0677877226432071
1.242635534289,0.023891158803853
1.26013744322265,0.026360297480423
1.27763935215629,0.0825497163561541
1.29514126108994,0.144100020426084
1.31264317002359,0.210278490050469
1.33014507895724,0.28020605629431
1.34764698789089,0.352871365720477
