Theta,RadiationIntensity
1.36514889682453,0.427149427933051
1.38265080575818,0.501824480964184
1.40015271469183,0.575616538785562
1.41765462362548,0.647210927111825
1.43515653255913,0.715289975749316
1.45265844149277,0.778565924937189
1.47016035042642,0.83581402536225
1.48766225936007,0.885904771416864
1.50516416829372,0.927834207815976
1.52266607722736,0.960751292083438
1.54016798616101,0.983981378913574
1.55766989509466,0.99704501431793
1.57517180402831,0.999671383229876
1.59267371296196,0.991805937651468
1.6101756218956,0.973611935907394
1.62767753082925,0.945465838536975
1.6451794397629,0.907946723647833
1.66268134869655,0.861820094897472
1.6801832576302,0.808016649734745
1.69768516656384,0.747606745990083
1.71518707549749,0.681771444414916
1.73268898443114,0.611771107926703
1.75019089336479,0.538912601476769
1.76769280229844,0.464516157899315
1.78519471123208,0.389882955051342
1.80269662016573,0.316264390132334
1.82019852909938,0.244833942119868
1.83770043803303,0.176662388086023
1.85520234696667,0.112696990235771
1.87270425590032,0.0537451050863174
1.89020616483397,0.000462491935055571
1.90770807376762,0.0466535777027811
1.92520998270127,0.0872664773821211
1.94271189163491,0.12119787413657
1.96021380056856,0.148421230811911
1.97771570950221,0.169051640815981
1.99521761843586,0.183332563619267
2.01271952736951,0.191620091584325
2.03022143630315,0.194365412937597
2.0477233452368,0.192096142774306
2.06522525417045,0.185397175870937
2.0827271631041,0.17489167466144
2.10022907203774,0.161222746612382
2.11773098097139,0.145036291482025
2.13523288990504,0.126965414881041
2.15273479883869,0.1076167144953
2.17023670777234,0.0875586534245039
2.18773861670598,0.067312145117359
2.20524052563963,0.0473433896353134
2.22274243457328,0.0280589241566041
2.24024434350693,0.0098027838015167
2.25774625244058,0.00714438658014798
2.27524816137422,0.0225644723090326
2.29275007030787,0.0362995140932797
2.31025197924152,0.0482480712287975
2.32775388817517,0.0583605833519033
2.34525579710881,0.0666339892415148
2.36275770604246,0.0731058505293648
2.38025961497611,0.0778482105328241
2.39776152390976,0.0809613954009038
2.41526343284341,0.0825679379684928
2.43276534177705,0.0828067756719866
2.4502672507107,0.0818278439796332
2.46776915964435,0.0797871572453086
2.485271068578,0.0768424407183914
2.50277297751165,0.073149351437
2.52027488644529,0.0688583024878817
2.53777679537894,0.0641118850228009
2.55527870431259,0.0590428656827834
2.57278061324624,0.0537727237402707
2.59028252217989,0.0484106822309052
2.60778443111353,0.0430531804080215
2.62528634004718,0.0377837307289388
2.64278824898083,0.0326731019320239
2.66029015791448,0.0277797702144282
2.67779206684812,0.0231505826882686
2.69529397578177,0.0188215807998731
2.71279588471542,0.0148189358844546
2.73029779364907,0.0111599541695768
2.74779970258272,0.00785411404471087
2.76530161151636,0.00490410403241573
2.78280352045001,0.00230683542368768
2.80030542938366,5.4408813024802e-05
2.81780733831731,0.00186498133453584
2.83530924725096,0.00346621551684428
2.8528111561846,0.00476649893921826
2.87031306511825,0.00578469629651042
2.8878149740519,0.00654075287237155
2.90531688298555,0.00705520090810117
2.9228187919192,0.00734874835273948
2.94032070085284,0.00744194570895371
2.95782260978649,0.00735492568621799
2.97532451872014,0.00710720971060983
2.99282642765379,0.00671757496503497
3.01032833658743,0.0062039754915732
3.02783024552108,0.00558351092813483
3.04533215445473,0.00487243662753069
3.06283406338838,0.00408620917550807
3.08033597232203,0.00323956164715719
3.09783788125567,0.00234660328514899
3.11533979018932,0.00142093862027681
3.13284169912297,0.000475801361329718
3.15034360805662,0.000475801361329704
3.16784551699027,0.00142093862027682
3.18534742592391,0.00234660328514898
3.20284933485756,0.00323956164715715
3.22035124379121,0.00408620917550803
3.23785315272486,0.00487243662753065
3.2553550616585,0.00558351092813481
3.27285697059215,0.0062039754915732
3.2903588795258,0.00671757496503496
3.30786078845945,0.00710720971060984
3.3253626973931,0.00735492568621798
3.34286460632674,0.00744194570895373
3.36036651526039,0.00734874835273945
3.37786842419404,0.0070552009081012
3.39537033312769,0.00654075287237157
3.41287224206134,0.00578469629651046
3.43037415099498,0.0047664989392183
3.44787605992863,0.00346621551684433
3.46537796886228,0.00186498133453584
3.48287987779593,5.44088130247389e-05
3.50038178672957,0.00230683542368775
3.51788369566322,0.00490410403241566
3.53538560459687,0.00785411404471071
3.55288751353052,0.0111599541695768
3.57038942246417,0.0148189358844546
3.58789133139781,0.018821580799873
3.60539324033146,0.0231505826882685
3.62289514926511,0.027779770214428
3.64039705819876,0.032673101932024
3.65789896713241,0.0377837307289387
3.67540087606605,0.0430531804080215
3.6929027849997,0.0484106822309052
3.71040469393335,0.0537727237402706
3.727906602867,0.0590428656827832
3.74540851180064,0.0641118850228009
3.76291042073429,0.0688583024878816
3.78041232966794,0.0731493514369999
3.79791423860159,0.0768424407183914
3.81541614753524,0.0797871572453085
3.83291805646888,0.0818278439796332
3.85041996540253,0.0828067756719866
3.86792187433618,0.0825679379684928
3.88542378326983,0.0809613954009038
3.90292569220348,0.0778482105328242
3.92042760113712,0.073105850529365
3.93792951007077,0.0666339892415149
3.95543141900442,0.0583605833519035
3.97293332793807,0.0482480712287979
3.99043523687171,0.03629951409328
4.00793714580536,0.0225644723090333
4.02543905473901,0.00714438658014788
4.04294096367266,0.00980278380151647
4.06044287260631,0.0280589241566039
4.07794478153995,0.0473433896353133
4.0954466904736,0.0673121451173583
4.11294859940725,0.0875586534245036
4.1304505083409,0.107616714495299
4.14795241727455,0.126965414881041
4.16545432620819,0.145036291482024
4.18295623514184,0.161222746612381
4.20045814407549,0.17489167466144
4.21796005300914,0.185397175870937
4.23546196194278,0.192096142774306
4.25296387087643,0.194365412937597
4.27046577981008,0.191620091584325
4.28796768874373,0.183332563619267
4.30546959767738,0.169051640815982
4.32297150661102,0.148421230811912
4.34047341554467,0.121197874136571
4.35797532447832,0.0872664773821211
4.37547723341197,0.0466535777027823
4.39297914234562,0.000462491935056108
4.41048105127926,0.0537451050863181
4.42798296021291,0.112696990235771
4.44548486914656,0.176662388086022
4.46298677808021,0.244833942119867
4.48048868701385,0.316264390132331
4.4979905959475,0.389882955051342
4.51549250488115,0.464516157899314
4.5329944138148,0.538912601476768
4.55049632274845,0.611771107926701
4.56799823168209,0.681771444414912
4.58550014061574,0.747606745990083
4.60300204954939,0.808016649734745
4.62050395848304,0.861820094897471
4.63800586741669,0.907946723647833
4.65550777635033,0.945465838536974
4.67300968528398,0.973611935907393
4.69051159421763,0.991805937651468
4.70801350315128,0.999671383229876
4.72551541208492,0.997045014317931
4.74301732101857,0.983981378913574
4.76051922995222,0.960751292083439
4.77802113888587,0.927834207815976
4.79552304781952,0.885904771416864
4.81302495675317,0.83581402536225
4.83052686568681,0.77856592493719
4.84802877462046,0.715289975749319
4.86553068355411,0.647210927111828
4.88303259248776,0.575616538785562
4.9005345014214,0.501824480964185
4.91803641035505,0.427149427933053
4.9355383192887,0.35287136572048
4.95304022822235,0.28020605629431
4.970542137156,0.21027849005047
4.98804404608964,0.144100020426085
5.00554595502329,0.0825497163561564
5.02304786395694,0.0263602974804223
5.04054977289059,0.023891158803853
5.05805168182424,0.0677877226432066
5.07555359075788,0.105072477389485
5.09305549969153,0.135644041814105
5.11055740862518,0.159548172590144
5.12805931755883,0.176965973827471
5.14556122649247,0.188199316623445
5.16306313542612,0.193654119800994
5.18056504435977,0.193822163482293
5.19806695329342,0.189262101318373
5.21556886222707,0.180580307516653
5.23307077116071,0.168412144553669
5.25057268009436,0.153404170495121
5.26807458902801,0.13619772539163
5.28557649796166,0.117414248622705
5.30307840689531,0.0976425875806082
5.32058031582895,0.0774284667011467
5.3380822247626,0.057266198111077
5.35558413369625,0.037592634078732
5.3730860426299,0.0187832894124654
5.39058795156354,0.00115050068196753
5.40808986049719,0.0150565602839133
5.42559176943084,0.0296502382898153
5.44309367836449,0.0425013566564987
5.46059558729814,0.0535350470373855
5.47809749623178,0.0627257078657462
5.49559940516543,0.0700913455860943
5.51310131409908,0.0756875384808951
5.53060322303273,0.0796012423659073
5.54810513196638,0.0819446323204393
5.56560704090002,0.0828491465169152
5.58310894983367,0.0824598685799527
5.60061085876732,0.0809303550433556
5.61811276770097,0.0784179854995077
5.63561467663461,0.0750798858580003
5.65311658556826,0.0710694504447118
5.67061849450191,0.0665334669672302
5.68812040343556,0.0616098299416972
5.70562231236921,0.0564258131401444
5.72312422130285,0.0510968599468046
5.7406261302365,0.045725842054552
5.75812803917015,0.0404027314410024
5.7756299481038,0.0352046277218906
5.79313185703745,0.0301960824274815
5.81063376597109,0.0254296631051918
5.82813567490474,0.0209467030352218
5.84563758383839,0.0167781863863697
5.86313949277204,0.0129457234923198
5.88064140170569,0.00946257628490756
5.89814331063933,0.00633469951036139
5.91564521957298,0.00356176895010704
5.93314712850663,0.00113817328549928
5.95064903744028,0.000946048656441376
5.96815094637392,0.00270433886471958
5.98565285530757,0.00415282871875801
6.00315476424122,0.00530963092630968
6.02065667317487,0.00619421746146467
6.03815858210852,0.00682688355564616
6.05566049104216,0.00722829571528386
6.07316239997581,0.00741912012679878
6.09066430890946,0.00741972661593839
6.10816621784311,0.00724996250265427
6.12566812677675,0.00692899018062894
6.1431700357104,0.00647518199827553
6.16067194464405,0.00590606597336974
6.1781738535777,0.0052383159873201
6.19567576251135,0.00448778033233543
6.21317767144499,0.00366954278485886
6.23067958037864,0.0027980107159313
6.24818148931229,0.00188702509290691
6.26568339824594,0.00094998755135532
6.28318530717959,1.33246742423851e-17
